From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAJ7378162.1	A0A9X0CW29	unreviewed	A0A9X0CW29_9CNID	Zinc finger MYND domain-containing protein 19	ZMYND19 OS493_024827	Desmophyllum pertusum	242	cytoplasm [GO:0005737]; membrane [GO:0016020]; synapse [GO:0045202]		GO:0005737; GO:0008270; GO:0016020; GO:0045202	zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; membrane [GO:0016020]; synapse [GO:0045202]; zinc ion binding [GO:0008270]
CAB4024591.1	A0A7D9J993	unreviewed	A0A7D9J993_PARCT	Uncharacterized protein	PACLA_8A083060	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	745					
KAK2566475.1	A0AAD9QSA6	unreviewed	A0AAD9QSA6_ACRCE	Cupin type-2 domain-containing protein	P5673_009997	Acropora cervicornis (Staghorn coral)	138					
KAK2564670.1	A0AAD9QPC0	unreviewed	A0AAD9QPC0_ACRCE	Nucleotide-binding oligomerization domain-containing protein 2	P5673_012151	Acropora cervicornis (Staghorn coral)	830					
PFX11551.1	A0A2B4R1M6	unreviewed	A0A2B4R1M6_STYPI	PHD-type domain-containing protein	AWC38_SpisGene24669	Stylophora pistillata (Smooth cauliflower coral)	322		proteolysis [GO:0006508]	GO:0006508; GO:0008234; GO:0008270	cysteine-type peptidase activity [GO:0008234]; zinc ion binding [GO:0008270]	cysteine-type peptidase activity [GO:0008234]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
CAB4038738.1	A0A7D9K1I4	unreviewed	A0A7D9K1I4_PARCT	Uncharacterized protein	PACLA_8A073239	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	473					
KAK2561257.1	A0AAD9V4X3	unreviewed	A0AAD9V4X3_ACRCE	Toll-like receptor 6	P5673_015732	Acropora cervicornis (Staghorn coral)	529	plasma membrane [GO:0005886]	signal transduction [GO:0007165]	GO:0005886; GO:0007165; GO:0016787; GO:0038023	hydrolase activity [GO:0016787]; signaling receptor activity [GO:0038023]	plasma membrane [GO:0005886]; hydrolase activity [GO:0016787]; signaling receptor activity [GO:0038023]; signal transduction [GO:0007165]
KAK2561929.1	A0AAD9QIG9	unreviewed	A0AAD9QIG9_ACRCE	Uncharacterized protein	P5673_015349	Acropora cervicornis (Staghorn coral)	80					
KAK2574557.1	A0AAD9R7L7	unreviewed	A0AAD9R7L7_ACRCE	Aquaporin-4	P5673_000744	Acropora cervicornis (Staghorn coral)	238	plasma membrane [GO:0005886]		GO:0005886; GO:0015250	water channel activity [GO:0015250]	plasma membrane [GO:0005886]; water channel activity [GO:0015250]
KAK2574157.1	A0AAD9VHL6	unreviewed	A0AAD9VHL6_ACRCE	DNA oxidative demethylase ALKBH2	P5673_000292	Acropora cervicornis (Staghorn coral)	266		DNA alkylation repair [GO:0006307]	GO:0006307; GO:0008198; GO:0035516; GO:0051747	broad specificity oxidative DNA demethylase activity [GO:0035516]; cytosine C-5 DNA demethylase activity [GO:0051747]; ferrous iron binding [GO:0008198]	broad specificity oxidative DNA demethylase activity [GO:0035516]; cytosine C-5 DNA demethylase activity [GO:0051747]; ferrous iron binding [GO:0008198]; DNA alkylation repair [GO:0006307]
KAK2561166.1	A0AAD9V4Q6	unreviewed	A0AAD9V4Q6_ACRCE	Purple acid phosphatase (EC 3.1.3.2)	P5673_016310	Acropora cervicornis (Staghorn coral)	443			GO:0003993; GO:0046872	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]
KAK2568924.1	A0AAD9VC57	unreviewed	A0AAD9VC57_ACRCE	Phytanoyl-CoA dioxygenase	P5673_006995	Acropora cervicornis (Staghorn coral)	296					
CAB4003933.1	A0A7D9I814	unreviewed	A0A7D9I814_PARCT	Uncharacterized protein	PACLA_8A039485	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	405			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
CAB4005696.1	A0A7D9IFJ7	unreviewed	A0A7D9IFJ7_PARCT	RNA-directed DNA polymerase (EC 2.7.7.49)	PACLA_8A034066	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	944			GO:0003676; GO:0003964; GO:0004519; GO:0008270	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]
KAK2562785.1	A0AAD9QK79	unreviewed	A0AAD9QK79_ACRCE	Beta-1 adrenergic receptor	P5673_013733	Acropora cervicornis (Staghorn coral)	333	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]
PFX31475.1	A0A2B4SSW7	unreviewed	A0A2B4SSW7_STYPI	Uncharacterized protein	AWC38_SpisGene3750	Stylophora pistillata (Smooth cauliflower coral)	754					
CAB4015298.1	A0A7D9ESX3	unreviewed	A0A7D9ESX3_PARCT	Uncharacterized protein	PACLA_8A077893	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	122					
CAB4007302.1	A0A6S7INN5	unreviewed	A0A6S7INN5_PARCT	Uncharacterized protein	PACLA_8A069057	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	254					
CAB3993347.1	A0A6S7HB96	unreviewed	A0A6S7HB96_PARCT	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase BLM)	PACLA_8A052460	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	550	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0009378; GO:0016787; GO:0016853; GO:0036121; GO:0061749; GO:1990518	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]; single-stranded 3'-5' DNA helicase activity [GO:1990518]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; double-strand break repair via homologous recombination [GO:0000724]
KAK2555362.1	A0AAD9UZD8	unreviewed	A0AAD9UZD8_ACRCE	F-box domain-containing protein	P5673_022997	Acropora cervicornis (Staghorn coral)	262					
KAK2552886.1	A0AAD9UWU7	unreviewed	A0AAD9UWU7_ACRCE	Tyrosine-protein phosphatase non-receptor type 9	P5673_025834	Acropora cervicornis (Staghorn coral)	628			GO:0004725	protein tyrosine phosphatase activity [GO:0004725]	protein tyrosine phosphatase activity [GO:0004725]
KAK2568765.1	A0AAD9QX65	unreviewed	A0AAD9QX65_ACRCE	Alpha-actinin-1	P5673_006779	Acropora cervicornis (Staghorn coral)	888			GO:0003779; GO:0005509	actin binding [GO:0003779]; calcium ion binding [GO:0005509]	actin binding [GO:0003779]; calcium ion binding [GO:0005509]
KAK2552412.1	A0AAD9Q0A4	unreviewed	A0AAD9Q0A4_ACRCE	Uncharacterized protein	P5673_026494	Acropora cervicornis (Staghorn coral)	868					
KAK2552611.1	A0AAD9Q0V5	unreviewed	A0AAD9Q0V5_ACRCE	NACHT domain- and WD repeat-containing protein 1	P5673_026270	Acropora cervicornis (Staghorn coral)	1837			GO:0016887	ATP hydrolysis activity [GO:0016887]	ATP hydrolysis activity [GO:0016887]
KAK2568216.1	A0AAD9VBE2	unreviewed	A0AAD9VBE2_ACRCE	Contactin-associated protein 1	P5673_007213	Acropora cervicornis (Staghorn coral)	362	collagen trimer [GO:0005581]; extracellular space [GO:0005615]		GO:0005201; GO:0005581; GO:0005615; GO:0070492	extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]
KAK2552888.1	A0AAD9UWU1	unreviewed	A0AAD9UWU1_ACRCE	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	P5673_025836	Acropora cervicornis (Staghorn coral)	540		carbohydrate metabolic process [GO:0005975]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	GO:0000287; GO:0004610; GO:0005975; GO:0006048	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]; carbohydrate metabolic process [GO:0005975]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
KAJ7390726.1	A0A9W9ZZI8	unreviewed	A0A9W9ZZI8_9CNID	GAF domain-containing protein	OS493_022807	Desmophyllum pertusum	254					
KAK2574544.1	A0AAD9R7L4	unreviewed	A0AAD9R7L4_ACRCE	Serine/arginine-rich splicing factor 1	P5673_000726	Acropora cervicornis (Staghorn coral)	268	cytoplasm [GO:0005737]; nucleus [GO:0005634]	mRNA processing [GO:0006397]	GO:0003729; GO:0005634; GO:0005737; GO:0006397	mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]
PFX11608.1	A0A2B4R5F2	unreviewed	A0A2B4R5F2_STYPI	Sentrin-specific protease 1	SENP1 AWC38_SpisGene24585	Stylophora pistillata (Smooth cauliflower coral)	645	nucleus [GO:0005634]	protein desumoylation [GO:0016926]; proteolysis [GO:0006508]	GO:0005634; GO:0006508; GO:0016926; GO:0016929	deSUMOylase activity [GO:0016929]	nucleus [GO:0005634]; deSUMOylase activity [GO:0016929]; protein desumoylation [GO:0016926]; proteolysis [GO:0006508]
PFX27395.1	A0A2B4SG19	unreviewed	A0A2B4SG19_STYPI	Cysteine-rich protein 2-binding protein	CSRP2BP AWC38_SpisGene7918	Stylophora pistillata (Smooth cauliflower coral)	1198			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAJ7387624.1	A0A9W9ZX54	unreviewed	A0A9W9ZX54_9CNID	Uncharacterized protein	OS493_000959	Desmophyllum pertusum	174					
KAK2547504.1	A0AAD9URQ6	unreviewed	A0AAD9URQ6_ACRCE	Uncharacterized protein	P5673_032504	Acropora cervicornis (Staghorn coral)	286					
KAK2572092.1	A0AAD9R2S3	unreviewed	A0AAD9R2S3_ACRCE	PWWP domain-containing protein 2B	P5673_002291	Acropora cervicornis (Staghorn coral)	619	chromocenter [GO:0010369]; nucleus [GO:0005634]		GO:0003682; GO:0005634; GO:0010369	chromatin binding [GO:0003682]	chromocenter [GO:0010369]; nucleus [GO:0005634]; chromatin binding [GO:0003682]
KAK2552594.1	A0AAD9Q126	unreviewed	A0AAD9Q126_ACRCE	Major facilitator superfamily domain-containing protein 12	P5673_026245	Acropora cervicornis (Staghorn coral)	765	plasma membrane [GO:0005886]	carbohydrate transport [GO:0008643]	GO:0005886; GO:0008643; GO:0015293	symporter activity [GO:0015293]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]
KAK2555629.1	A0AAD9Q6J0	unreviewed	A0AAD9Q6J0_ACRCE	Fibronectin	P5673_022652	Acropora cervicornis (Staghorn coral)	3718	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2557860.1	A0AAD9QBL1	unreviewed	A0AAD9QBL1_ACRCE	Fibroblast growth factor (FGF)	P5673_019836	Acropora cervicornis (Staghorn coral)	135			GO:0008083	growth factor activity [GO:0008083]	growth factor activity [GO:0008083]
KAJ7372749.1	A0A9X0CTB3	unreviewed	A0A9X0CTB3_9CNID	Uncharacterized protein	OS493_018026	Desmophyllum pertusum	300		regulation of canonical NF-kappaB signal transduction [GO:0043122]	GO:0008270; GO:0043122	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; regulation of canonical NF-kappaB signal transduction [GO:0043122]
PIK41028.1	A0A2G8JZ60	unreviewed	A0A2G8JZ60_STIJA	SWIM-type domain-containing protein	BSL78_22101	Stichopus japonicus (Sea cucumber)	1185			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAJ7326079.1	A0A9W9Y945	unreviewed	A0A9W9Y945_9CNID	GREB1-like protein	GREB1L_6 OS493_028337	Desmophyllum pertusum	706					
KAK2567647.1	A0AAD9VB67	unreviewed	A0AAD9VB67_ACRCE	RNA-directed DNA polymerase from transposon X-element	P5673_008500	Acropora cervicornis (Staghorn coral)	655			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAJ7388580.1	A0A9W9ZW40	unreviewed	A0A9W9ZW40_9CNID	non-specific serine/threonine protein kinase (EC 2.7.11.1)	RIOK2 OS493_036808	Desmophyllum pertusum	491	cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]	maturation of SSU-rRNA [GO:0030490]	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0030490; GO:0030688	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; maturation of SSU-rRNA [GO:0030490]
KAJ7354872.1	A0A9W9YK53	unreviewed	A0A9W9YK53_9CNID	HECT domain-containing protein	OS493_029427	Desmophyllum pertusum	583			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
KAK2548690.1	A0AAD9UT54	unreviewed	A0AAD9UT54_ACRCE	Kelch-like protein 3	P5673_031037	Acropora cervicornis (Staghorn coral)	1532					
KAK2573790.1	A0AAD9R6H8	unreviewed	A0AAD9R6H8_ACRCE	SPRY domain-containing protein 7	P5673_001490	Acropora cervicornis (Staghorn coral)	195					
KAK2172642.1	A0AAD9NJI6	unreviewed	A0AAD9NJI6_RIDPI	Reverse transcriptase domain-containing protein	NP493_944g02009	Ridgeia piscesae (Tubeworm)	416					
KAJ7385287.1	A0A9X0D2Y2	unreviewed	A0A9X0D2Y2_9CNID	Uncharacterized protein	OS493_016361	Desmophyllum pertusum	242			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
RMX39329.1	A0A3M6TDG0	unreviewed	A0A3M6TDG0_POCDA	SWIM-type domain-containing protein	pdam_00025457	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	421					
KAK2562139.1	A0AAD9QIW5	unreviewed	A0AAD9QIW5_ACRCE	Aquaporin-11	P5673_014902	Acropora cervicornis (Staghorn coral)	294	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0015267; GO:0016020	channel activity [GO:0015267]	cytoplasm [GO:0005737]; membrane [GO:0016020]; channel activity [GO:0015267]
KAJ7377718.1	A0A9W9Z9R6	unreviewed	A0A9W9Z9R6_9CNID	Peptidase M13 C-terminal domain-containing protein	OS493_027280	Desmophyllum pertusum	137	plasma membrane [GO:0005886]	protein processing [GO:0016485]	GO:0004222; GO:0005886; GO:0016485	metalloendopeptidase activity [GO:0004222]	plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; protein processing [GO:0016485]
KAK2574160.1	A0AAD9VHL1	unreviewed	A0AAD9VHL1_ACRCE	Flavin-containing monooxygenase (EC 1.-.-.-)	P5673_000295	Acropora cervicornis (Staghorn coral)	530	endoplasmic reticulum membrane [GO:0005789]	lipid metabolic process [GO:0006629]	GO:0004499; GO:0005789; GO:0006629; GO:0050660; GO:0050661	flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]	endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; lipid metabolic process [GO:0006629]
KAK2566532.1	A0AAD9QSE7	unreviewed	A0AAD9QSE7_ACRCE	Uncharacterized protein	P5673_009155	Acropora cervicornis (Staghorn coral)	423	collagen trimer [GO:0005581]; extracellular space [GO:0005615]		GO:0005201; GO:0005581; GO:0005615; GO:0070492	extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; extracellular matrix structural constituent [GO:0005201]; oligosaccharide binding [GO:0070492]
KAK2567585.1	A0AAD9QUF4	unreviewed	A0AAD9QUF4_ACRCE	Transcription initiation factor IIE subunit beta	P5673_008424	Acropora cervicornis (Staghorn coral)	288	transcription factor TFIIE complex [GO:0005673]	transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0001097; GO:0003677; GO:0005673; GO:0006367	DNA binding [GO:0003677]; TFIIH-class transcription factor complex binding [GO:0001097]	transcription factor TFIIE complex [GO:0005673]; DNA binding [GO:0003677]; TFIIH-class transcription factor complex binding [GO:0001097]; transcription initiation at RNA polymerase II promoter [GO:0006367]
KAK2549618.1	A0AAD9UTR8	unreviewed	A0AAD9UTR8_ACRCE	Uncharacterized protein	P5673_029868	Acropora cervicornis (Staghorn coral)	201					
KAJ7391508.1	A0A9X0A244	unreviewed	A0A9X0A244_9CNID	Uncharacterized protein	OS493_018559	Desmophyllum pertusum	244					
PFX28310.1	A0A2B4SHH4	unreviewed	A0A2B4SHH4_STYPI	Immunoglobulin domain-containing protein	AWC38_SpisGene7015	Stylophora pistillata (Smooth cauliflower coral)	1388	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK3863666.1	A0AAE1EYH8	unreviewed	A0AAE1EYH8_PETCI	Reverse transcriptase	Pcinc_030585	Petrolisthes cinctipes (Flat porcelain crab)	149		DNA biosynthetic process [GO:0071897]	GO:0071897		DNA biosynthetic process [GO:0071897]
KAK2568119.1	A0AAD9QVE7	unreviewed	A0AAD9QVE7_ACRCE	Glycerate kinase	P5673_008059	Acropora cervicornis (Staghorn coral)	532	cytoplasm [GO:0005737]		GO:0005737; GO:0008887	glycerate kinase activity [GO:0008887]	cytoplasm [GO:0005737]; glycerate kinase activity [GO:0008887]
KAK2568108.1	A0AAD9QV52	unreviewed	A0AAD9QV52_ACRCE	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1)	P5673_008042	Acropora cervicornis (Staghorn coral)	2105	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystroglycan complex [GO:0016011]; extracellular region [GO:0005576]; nucleoplasm [GO:0005654]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]	axon guidance [GO:0007411]; morphogenesis of an epithelium [GO:0002009]; nerve development [GO:0021675]	GO:0002009; GO:0005509; GO:0005576; GO:0005654; GO:0005737; GO:0005856; GO:0007411; GO:0016011; GO:0021675; GO:0042383; GO:0043236; GO:0045211	calcium ion binding [GO:0005509]; laminin binding [GO:0043236]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystroglycan complex [GO:0016011]; extracellular region [GO:0005576]; nucleoplasm [GO:0005654]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; calcium ion binding [GO:0005509]; laminin binding [GO:0043236]; axon guidance [GO:0007411]; morphogenesis of an epithelium [GO:0002009]; nerve development [GO:0021675]
KAK2550665.1	A0AAD9PX25	unreviewed	A0AAD9PX25_ACRCE	BEN domain-containing protein	P5673_028528	Acropora cervicornis (Staghorn coral)	369					
KAJ7358926.1	A0A9W9YMV3	unreviewed	A0A9W9YMV3_9CNID	Myb-like domain-containing protein	OS493_020767	Desmophyllum pertusum	605					
CAB4026550.1	A0A6S7JC72	unreviewed	A0A6S7JC72_PARCT	Uncharacterized protein	PACLA_8A037089	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	100					
RMX38188.1	A0A3M6TA47	unreviewed	A0A3M6TA47_POCDA	G-protein coupled receptors family 2 profile 2 domain-containing protein	pdam_00003331	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	776	membrane [GO:0016020]	cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016020	G protein-coupled receptor activity [GO:0004930]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]
CAB4028276.1	A0A6S7J8C7	unreviewed	A0A6S7J8C7_PARCT	Cytochrome c	PACLA_8A036382	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	265	mitochondrial intermembrane space [GO:0005758]		GO:0005758; GO:0009055; GO:0020037; GO:0046872	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	mitochondrial intermembrane space [GO:0005758]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
PFX26394.1	A0A2B4S6V8	unreviewed	A0A2B4S6V8_STYPI	GIY-YIG domain-containing protein	AWC38_SpisGene8916	Stylophora pistillata (Smooth cauliflower coral)	719					
