From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027037876.1	A0A3M6UB77	unreviewed	A0A3M6UB77_POCDA	Arginine kinase	pdam_00017544	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	759	extracellular space [GO:0005615]	phosphocreatine biosynthetic process [GO:0046314]	GO:0004111; GO:0005524; GO:0005615; GO:0046314	ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]	extracellular space [GO:0005615]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]	
XP_027045996.1	A0A3M6TSH6	unreviewed	A0A3M6TSH6_POCDA	Uncharacterized protein	pdam_00015973	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	106						
XP_027058200.1	A0A3M6UTD5	unreviewed	A0A3M6UTD5_POCDA	RING-CH-type domain-containing protein	pdam_00011080	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	239	early endosome membrane [GO:0031901]; lysosomal membrane [GO:0005765]	immune system process [GO:0002376]	GO:0002376; GO:0005765; GO:0008270; GO:0031901	zinc ion binding [GO:0008270]	early endosome membrane [GO:0031901]; lysosomal membrane [GO:0005765]; zinc ion binding [GO:0008270]; immune system process [GO:0002376]	
XP_027056369.1	A0A3M6UXL2	unreviewed	A0A3M6UXL2_POCDA	Septin	pdam_00021392	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	429			GO:0005525	GTP binding [GO:0005525]	GTP binding [GO:0005525]	
XP_027041400.1	A0A3M6U322	unreviewed	A0A3M6U322_POCDA	WW domain-containing protein	pdam_00005378	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	607	microprocessor complex [GO:0070877]	primary miRNA processing [GO:0031053]	GO:0003725; GO:0020037; GO:0031053; GO:0042802; GO:0070877; GO:0070878	double-stranded RNA binding [GO:0003725]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; primary miRNA binding [GO:0070878]	microprocessor complex [GO:0070877]; double-stranded RNA binding [GO:0003725]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; primary miRNA binding [GO:0070878]; primary miRNA processing [GO:0031053]	
XP_027037624.1	A0A3M6UC33	unreviewed	A0A3M6UC33_POCDA	FZ domain-containing protein	pdam_00004113	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	366						
XP_020909545.1	A0A913XTK4	unreviewed	A0A913XTK4_EXADI	Replication protein A OB domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	369			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]	
XP_027050760.1	A0A3M6TFZ6	unreviewed	A0A3M6TFZ6_POCDA	Small ribosomal subunit protein eS1	pdam_00008711	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	260	cytosolic small ribosomal subunit [GO:0022627]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022627	structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
XP_027056414.1	A0A3M6UXE2	unreviewed	A0A3M6UXE2_POCDA	Uracil-DNA glycosylase-like domain-containing protein	pdam_00012535	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	608		base-excision repair [GO:0006284]	GO:0004844; GO:0006284	uracil DNA N-glycosylase activity [GO:0004844]	uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]	
XP_027045075.1	A0A3M6TUI7	unreviewed	A0A3M6TUI7_POCDA	Alpha-and gamma-adaptin-binding protein p34	pdam_00014051	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	121						
XP_027039293.1	A0A3M6UNW6	unreviewed	A0A3M6UNW6_POCDA	BHLH domain-containing protein	pdam_00017794	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	167	nucleus [GO:0005634]	axon development [GO:0061564]; positive regulation of transcription by RNA polymerase II [GO:0045944]; sensory organ development [GO:0007423]	GO:0000981; GO:0005634; GO:0007423; GO:0045944; GO:0046983; GO:0061564; GO:0070888	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; protein dimerization activity [GO:0046983]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; protein dimerization activity [GO:0046983]; axon development [GO:0061564]; positive regulation of transcription by RNA polymerase II [GO:0045944]; sensory organ development [GO:0007423]	
XP_027049355.1	A0A3M6TJE0	unreviewed	A0A3M6TJE0_POCDA	HMG box domain-containing protein	pdam_00013071	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	306	nucleus [GO:0005634]	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003677; GO:0005634; GO:0006357	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription by RNA polymerase II [GO:0006357]	
XP_027037211.1	A0A3M6UCV9	unreviewed	A0A3M6UCV9_POCDA	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	pdam_00010304	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	126	cytosolic large ribosomal subunit [GO:0022625]	ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042273	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	
XP_027042840.1	A0A3M6V214	unreviewed	A0A3M6V214_POCDA	DUF4203 domain-containing protein	pdam_00001089	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	457	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027048351.1	A0A3M6TLP5	unreviewed	A0A3M6TLP5_POCDA	Acyl-CoA dehydrogenase 6	pdam_00014668	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	431	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	GO:0003995; GO:0005737; GO:0033539; GO:0043231; GO:0050660	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	
XP_027035787.1	A0A3M6UPT9	unreviewed	A0A3M6UPT9_POCDA	serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase)	pdam_00001634	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	540		seryl-tRNA aminoacylation [GO:0006434]	GO:0004828; GO:0005524; GO:0006434	ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]	ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; seryl-tRNA aminoacylation [GO:0006434]	
XP_027052388.1	A0A3M6TCF3	unreviewed	A0A3M6TCF3_POCDA	CUB domain-containing protein	pdam_00021488	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	207						
XP_027054215.1	A0A3M6T7X7	unreviewed	A0A3M6T7X7_POCDA	Domain of unknown function DB domain-containing protein	pdam_00012811	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	189	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027049881.1	A0A3M6TI93	unreviewed	A0A3M6TI93_POCDA	Macro domain-containing protein	pdam_00003256	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	193		peptidyl-glutamate ADP-deribosylation [GO:0140291]	GO:0140291		peptidyl-glutamate ADP-deribosylation [GO:0140291]	
XP_027052678.1	A0A3M6TBJ3	unreviewed	A0A3M6TBJ3_POCDA	Coatomer subunit gamma	pdam_00018528	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	882	COPI vesicle coat [GO:0030126]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; organelle transport along microtubule [GO:0072384]; protein secretion [GO:0009306]	GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0006886; GO:0006888; GO:0006891; GO:0009306; GO:0030126; GO:0072384	structural molecule activity [GO:0005198]	COPI vesicle coat [GO:0030126]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; organelle transport along microtubule [GO:0072384]; protein secretion [GO:0009306]	
XP_027059873.1	A0A3M6UQA9	unreviewed	A0A3M6UQA9_POCDA	Uncharacterized protein	pdam_00009585	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	326			GO:0005524; GO:0016779; GO:0046872	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	
XP_027041180.1	A0A3M6U344	unreviewed	A0A3M6U344_POCDA	Uncharacterized protein	pdam_00002675	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	251						
XP_027055445.1	A0A3M6UJZ4	unreviewed	A0A3M6UJZ4_POCDA	Uncharacterized protein	pdam_00020901	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1039						
XP_027039104.1	A0A3M6V357	unreviewed	A0A3M6V357_POCDA	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	pdam_00009089	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	953	endoplasmic reticulum membrane [GO:0005789]	GPI anchor biosynthetic process [GO:0006506]	GO:0005789; GO:0006506; GO:0051377	mannose-ethanolamine phosphotransferase activity [GO:0051377]	endoplasmic reticulum membrane [GO:0005789]; mannose-ethanolamine phosphotransferase activity [GO:0051377]; GPI anchor biosynthetic process [GO:0006506]	
XP_027036458.1	A0A3M6UF19	unreviewed	A0A3M6UF19_POCDA	BHLH domain-containing protein	pdam_00007967	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	161	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0005634; GO:0005737; GO:0030154; GO:0032922; GO:0046983	protein dimerization activity [GO:0046983]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; negative regulation of transcription by RNA polymerase II [GO:0000122]	
XP_027056691.1	A0A3M6UWJ6	unreviewed	A0A3M6UWJ6_POCDA	UBA-like domain-containing protein	pdam_00013836	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	100						
XP_027047935.1	A0A3M6TMZ2	unreviewed	A0A3M6TMZ2_POCDA	Cytochrome P450	pdam_00014166	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	486		hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	GO:0004508; GO:0005506; GO:0020037; GO:0042446; GO:0042448	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]; hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	
XP_027039027.1	A0A3M6U8B1	unreviewed	A0A3M6U8B1_POCDA	Short coiled-coil protein A	pdam_00014427	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	128	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]		GO:0000139; GO:0005802; GO:0005829		cytosol [GO:0005829]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	
XP_027041698.1	A0A3M6U2C5	unreviewed	A0A3M6U2C5_POCDA	F5/8 type C domain-containing protein	pdam_00013618	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	70						
XP_027055206.1	A0A3M6T5M2	unreviewed	A0A3M6T5M2_POCDA	Ras-related protein Rab	pdam_00023827	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	225	late endosome [GO:0005770]; lysosome [GO:0005764]; membrane [GO:0016020]; phagocytic vesicle [GO:0045335]; trans-Golgi network [GO:0005802]	endosome to lysosome transport [GO:0008333]; phagosome-lysosome fusion [GO:0090385]	GO:0003924; GO:0005525; GO:0005764; GO:0005770; GO:0005802; GO:0008333; GO:0016020; GO:0045335; GO:0090385	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	late endosome [GO:0005770]; lysosome [GO:0005764]; membrane [GO:0016020]; phagocytic vesicle [GO:0045335]; trans-Golgi network [GO:0005802]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; endosome to lysosome transport [GO:0008333]; phagosome-lysosome fusion [GO:0090385]	
XP_027044751.1	A0A3M6TVF7	unreviewed	A0A3M6TVF7_POCDA	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8)	pdam_00000833	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	297	mitochondrion [GO:0005739]	protein folding [GO:0006457]	GO:0003723; GO:0005739; GO:0006457; GO:0016018; GO:0140839; GO:0140840	cyclosporin A binding [GO:0016018]; RNA binding [GO:0003723]; RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]	mitochondrion [GO:0005739]; cyclosporin A binding [GO:0016018]; RNA binding [GO:0003723]; RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]; protein folding [GO:0006457]	
XP_027037420.1	A0A3M6UCR4	unreviewed	A0A3M6UCR4_POCDA	small monomeric GTPase (EC 3.6.5.2)	pdam_00020066	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	184	membrane [GO:0016020]	Rap protein signal transduction [GO:0032486]	GO:0003924; GO:0005525; GO:0016020; GO:0032486	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; Rap protein signal transduction [GO:0032486]	
XP_027059053.1	A0A3M6URT0	unreviewed	A0A3M6URT0_POCDA	Arp2/3 complex 34 kDa subunit	pdam_00004478	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	460	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]	actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	GO:0005200; GO:0005737; GO:0005885; GO:0030041; GO:0034314; GO:0051015	actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	
XP_027048542.1	A0A3M6TLP4	unreviewed	A0A3M6TLP4_POCDA	MORN repeat-containing protein 3	pdam_00009395	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	237	acrosomal vesicle [GO:0001669]		GO:0001669		acrosomal vesicle [GO:0001669]	
XP_027037807.1	A0A3M6UP43	unreviewed	A0A3M6UP43_POCDA	Actin, cytoplasmic	pdam_00019357	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	376						
XP_027037414.1	A0A3M6UCV3	unreviewed	A0A3M6UCV3_POCDA	sphingolipid C(9)-methyltransferase (EC 2.1.1.317)	pdam_00020064	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	460	membrane [GO:0016020]	methylation [GO:0032259]; sphingolipid metabolic process [GO:0006665]	GO:0006665; GO:0008168; GO:0016020; GO:0032259	methyltransferase activity [GO:0008168]	membrane [GO:0016020]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; sphingolipid metabolic process [GO:0006665]	
XP_027044372.1	A0A3M6TW72	unreviewed	A0A3M6TW72_POCDA	alpha-L-fucosidase (EC 3.2.1.51)	pdam_00020734	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	941	lysosome [GO:0005764]	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]	GO:0004560; GO:0005764; GO:0006004; GO:0016139	alpha-L-fucosidase activity [GO:0004560]	lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]	
XP_027053910.1	A0A3M6T8X8	unreviewed	A0A3M6T8X8_POCDA	UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase (EC 2.4.2.42)	pdam_00006590	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	434	membrane [GO:0016020]	O-glycan processing [GO:0016266]	GO:0016020; GO:0016266; GO:0035252	UDP-xylosyltransferase activity [GO:0035252]	membrane [GO:0016020]; UDP-xylosyltransferase activity [GO:0035252]; O-glycan processing [GO:0016266]	
XP_027038283.1	A0A3M6UP36	unreviewed	A0A3M6UP36_POCDA	Protein kinase domain-containing protein	pdam_00010150	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2138		necroptotic signaling pathway [GO:0097527]	GO:0004672; GO:0005524; GO:0097527	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; necroptotic signaling pathway [GO:0097527]	
XP_027035937.1	A0A3M6UHD7	unreviewed	A0A3M6UHD7_POCDA	Fibronectin type-III domain-containing protein	pdam_00023715	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	802	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]	regulation of DNA-templated transcription [GO:0006355]	GO:0003712; GO:0005634; GO:0005667; GO:0006355	transcription coregulator activity [GO:0003712]	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; transcription coregulator activity [GO:0003712]; regulation of DNA-templated transcription [GO:0006355]	
XP_027040136.1	A0A3M6U5K5	unreviewed	A0A3M6U5K5_POCDA	Inactive hydroxysteroid dehydrogenase-like protein 1	pdam_00008294	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	327	membrane [GO:0016020]; mitochondrion [GO:0005739]		GO:0005739; GO:0016020; GO:0016491	oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]	
XP_027049092.1	A0A3M6TK64	unreviewed	A0A3M6TK64_POCDA	Actin, cytoplasmic	pdam_00019851	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	376						
